order_id,order_date,product,client,total_price,expiration_date
58,2024-03-24,474,407,4979,2024-12-26
59,2024-04-18,619,332,1814,2024-06-10
60,2024-12-15,646,619,4633,2025-04-03
61,2024-12-06,417,369,4281,2025-07-23
62,2023-05-26,806,820,3604,2024-04-04
63,2024-12-24,733,302,762,2025-09-04
64,2023-04-18,796,792,1110,2024-03-25
65,2023-07-16,911,585,4994,2024-03-14
66,2023-11-24,541,167,2302,2024-07-13
67,2024-09-16,827,180,3156,2025-03-19
68,2024-08-17,447,320,2477,2025-05-27
69,2024-01-11,203,622,4197,2024-07-16
70,2022-10-01,843,976,213,2023-06-16
71,2024-08-10,420,82,164,2024-11-06
72,2024-10-23,511,705,4652,2025-04-24
73,2023-10-11,781,42,1414,2024-07-28
74,2023-04-11,450,931,4074,2024-02-22
75,2022-06-18,826,492,3371,2023-01-13
76,2022-08-23,236,453,4428,2023-06-29
77,2023-12-01,225,766,3095,2024-07-16
78,2024-02-08,834,850,792,2024-11-09
79,2025-03-21,441,58,919,2025-10-12
80,2022-10-05,255,969,1780,2023-05-05
81,2024-07-23,546,987,4935,2024-08-31
82,2022-07-30,454,690,3626,2022-11-01
83,2023-06-12,978,506,3599,2023-12-22
84,2022-04-25,178,688,1920,2022-09-09
85,2024-11-26,626,880,4203,2025-02-11
86,2025-02-16,429,54,2291,2025-11-16
87,2024-10-23,107,719,2085,2025-10-17
88,2024-01-17,558,373,1382,2024-02-18
89,2024-08-09,394,363,520,2024-11-10
90,2022-07-21,631,710,2487,2023-06-24
91,2024-06-03,318,802,2050,2024-07-18
92,2023-07-11,488,603,2399,2023-08-20
93,2022-09-14,108,441,720,2023-04-02
94,2023-09-16,893,623,3679,2024-06-17
95,2025-01-13,155,452,602,2025-02-18
96,2022-11-19,247,266,4291,2023-03-05
97,2023-12-11,114,401,3733,2024-02-07
98,2024-01-13,518,967,2558,2024-08-17
99,2022-08-04,908,3,119,2023-07-07
100,2024-02-04,45,200,2721,2024-11-02
101,2024-12-28,434,74,682,2025-06-26
102,2022-08-09,224,832,1478,2023-06-08
103,2023-07-17,82,122,4992,2024-05-18
104,2023-10-04,274,734,1200,2024-05-11
105,2024-12-02,681,277,4011,2025-07-03
106,2025-01-22,292,402,293,2025-11-10
107,2022-12-21,423,663,2605,2023-03-20
108,2023-07-31,993,809,4083,2023-12-26
109,2023-09-27,166,719,4750,2024-05-11
110,2022-10-15,109,425,3417,2023-09-27
111,2022-05-12,104,54,2360,2023-02-17
112,2025-04-02,57,500,1523,2025-08-12
113,2023-04-13,820,627,3184,2023-07-13
114,2023-05-29,766,879,4542,2023-11-16
115,2022-07-04,903,80,1653,2023-03-02
116,2023-10-21,741,689,2105,2023-12-03
117,2023-03-18,526,202,563,2024-01-04
118,2024-11-25,699,794,1159,2025-10-02
119,2022-09-07,968,632,2124,2023-05-15
120,2025-02-01,577,321,937,2025-07-05
121,2023-10-07,988,286,1299,2024-02-18
122,2022-08-03,240,922,4081,2023-01-02
123,2024-04-24,438,206,1731,2024-11-08
124,2024-02-12,551,212,328,2024-07-05
125,2023-07-01,69,552,1466,2024-04-09
126,2024-01-09,958,593,2114,2024-07-24
127,2024-11-02,232,727,3535,2025-04-15
128,2024-11-24,224,40,1478,2025-10-16
129,2024-10-30,675,402,3188,2025-09-01
130,2023-10-23,426,481,3580,2024-05-08
131,2024-02-27,549,402,4856,2024-07-10
132,2022-10-26,202,802,814,2023-10-08
133,2022-10-05,204,459,1324,2023-08-20
134,2022-09-19,685,661,3236,2023-01-05
135,2023-06-24,235,181,1155,2024-04-29
136,2023-03-17,158,153,2632,2023-05-07
137,2022-08-22,785,533,2106,2022-12-31
138,2024-05-06,639,596,1798,2024-06-06
139,2022-10-02,235,665,1155,2023-03-22
140,2022-10-10,771,209,112,2023-09-20
141,2023-02-20,577,490,937,2023-04-05
142,2023-07-27,342,221,2011,2024-01-28
143,2024-06-01,969,50,3465,2024-11-11
144,2024-10-17,984,109,3210,2024-11-25
145,2022-11-09,418,985,507,2023-01-02
146,2024-01-30,574,354,2118,2024-05-02
147,2023-11-08,522,622,2596,2024-01-27
148,2023-11-22,798,180,2167,2024-05-26
149,2024-11-09,343,852,4863,2025-11-04
150,2022-06-28,704,402,1652,2022-08-08
151,2023-12-27,195,888,202,2024-02-24
152,2023-05-09,280,347,532,2023-06-25
153,2024-07-01,661,687,3925,2025-06-10
154,2024-04-10,227,330,1000,2024-10-09
155,2022-04-28,741,916,2105,2023-01-03
156,2024-07-03,329,683,2516,2024-08-07
157,2022-08-07,457,507,4704,2023-06-10
158,2024-02-09,323,274,3816,2024-05-31
159,2024-03-15,370,380,3438,2024-08-13
160,2023-08-08,507,524,3074,2023-09-17
161,2024-08-01,299,469,2442,2025-02-05
162,2023-05-13,814,304,371,2023-07-06
163,2023-06-07,223,233,3164,2024-06-03
164,2024-06-07,796,872,1110,2024-11-05
165,2023-03-23,286,617,2482,2024-03-04
166,2024-07-26,47,774,3398,2025-04-27
167,2024-05-28,393,773,1833,2025-03-25
168,2023-09-05,555,531,4951,2024-08-18
169,2022-09-20,731,622,3949,2023-07-22
170,2023-06-07,407,151,4118,2024-02-27
171,2023-10-04,445,160,2241,2024-07-16
172,2024-12-29,211,997,4839,2025-03-27
173,2024-02-01,803,670,3182,2024-11-13
174,2023-01-25,625,571,1127,2023-10-28
175,2023-01-22,706,411,4126,2023-07-02
176,2023-03-14,710,479,4125,2023-09-02
177,2022-06-19,105,264,2109,2022-10-28
178,2023-03-26,356,368,1277,2023-11-13
179,2024-01-17,649,477,1707,2024-05-30
180,2025-02-11,870,743,629,2025-10-21
181,2023-10-23,74,374,1825,2024-05-14
182,2022-09-17,140,883,4376,2022-12-27
183,2022-09-07,329,61,2516,2023-01-06
184,2024-02-02,384,163,1238,2024-11-27
185,2024-06-08,443,745,2436,2024-07-25
186,2023-10-14,243,308,4311,2024-02-04
187,2022-10-21,932,650,4317,2023-08-20
188,2024-12-07,616,154,3011,2025-02-10
189,2024-08-28,169,862,3657,2025-03-11
190,2024-06-06,182,57,1953,2025-01-27
191,2024-11-30,449,401,1779,2025-10-21
192,2024-09-26,532,668,1654,2025-05-20
193,2023-05-10,485,930,3168,2024-03-03
194,2022-07-07,60,124,2455,2023-01-28
195,2022-09-29,49,344,2262,2023-01-01
196,2025-02-07,414,10,457,2025-12-24
197,2022-10-06,727,640,2974,2023-01-26
198,2024-04-29,609,744,330,2024-07-17
199,2022-10-27,5,129,4845,2023-02-13
200,2024-08-21,357,700,559,2025-03-26
201,2024-03-13,232,652,3535,2025-02-02
202,2023-12-08,981,683,583,2024-05-24
203,2023-02-26,556,808,914,2023-06-23
204,2024-07-12,590,395,883,2025-06-05
205,2022-06-23,545,283,333,2023-02-22
206,2023-07-23,139,247,3811,2024-06-11
207,2023-12-01,751,397,1627,2024-10-21
208,2023-04-29,799,97,1584,2023-08-27
209,2022-12-28,891,723,1718,2023-03-09
210,2022-05-21,688,272,3397,2023-03-19
211,2022-10-06,110,494,1075,2023-06-27
212,2024-03-13,645,843,3386,2024-08-09
213,2022-10-04,783,693,1470,2023-09-16
214,2022-09-22,866,912,1014,2023-03-13
215,2024-07-23,770,276,253,2025-05-03
216,2023-02-20,484,781,3200,2023-06-27
217,2023-05-06,455,565,4450,2023-07-14
218,2023-11-04,526,837,563,2024-08-14
219,2022-11-23,486,345,1213,2023-10-08
220,2024-07-22,705,917,3733,2025-03-13
221,2023-12-19,125,733,3323,2024-05-24
222,2024-01-31,885,846,4950,2024-03-02
223,2022-12-25,226,148,1112,2023-01-30
224,2023-06-04,405,619,935,2023-07-05
225,2025-03-24,176,592,1894,2025-06-10
226,2022-06-18,512,896,4766,2023-02-13
227,2022-05-15,484,16,3200,2022-09-09
228,2022-06-05,960,686,1080,2022-08-02
229,2023-01-29,724,357,1940,2023-05-08
230,2022-07-28,149,221,4221,2023-02-16
231,2024-06-26,64,407,4116,2025-03-29
232,2024-10-19,698,550,2663,2025-05-15
233,2024-05-11,367,153,1442,2025-01-19
234,2023-03-23,561,657,2882,2023-04-25
235,2023-03-19,802,586,391,2023-11-05
236,2024-10-26,160,138,4886,2025-03-11
237,2023-09-09,971,763,629,2024-03-05
238,2024-09-23,338,566,2774,2025-05-16
239,2022-12-24,263,476,2823,2023-06-06
240,2024-06-27,995,90,1109,2024-10-03
241,2022-07-21,697,194,1564,2022-12-17
242,2023-09-04,262,716,3504,2023-10-17
243,2024-08-15,994,620,2708,2025-04-17
244,2024-05-25,338,823,2774,2025-03-08
245,2024-10-04,486,513,1213,2025-06-30
246,2023-10-24,627,413,4061,2024-01-21
247,2022-07-21,292,321,293,2023-04-13
248,2024-09-06,931,487,314,2025-03-28
249,2023-12-12,406,975,3244,2024-11-07
250,2023-03-25,780,808,4396,2023-07-30
251,2024-06-24,147,700,1831,2024-09-21
252,2024-03-15,148,662,2368,2024-11-08
253,2023-09-05,747,784,4698,2024-04-26
254,2023-05-13,52,377,2593,2024-04-10
255,2025-01-17,668,584,2355,2025-07-02
256,2025-04-07,230,895,897,2025-09-12
257,2022-05-26,247,590,4291,2022-10-20
258,2023-09-29,106,604,1516,2024-09-05
259,2023-07-10,327,637,3083,2023-09-05
260,2025-04-07,183,47,1476,2025-05-10
261,2024-07-06,474,851,4979,2025-04-02
262,2024-06-22,305,623,2054,2024-12-13
263,2025-01-16,673,85,4073,2025-09-05
264,2024-01-10,414,499,457,2024-08-28
265,2025-04-02,745,828,1192,2026-02-13
266,2023-08-08,144,736,3262,2024-06-14
267,2025-02-22,577,26,937,2025-12-24
268,2023-09-16,284,3,2362,2024-04-06
269,2025-03-18,646,579,4633,2025-06-06
270,2022-08-15,322,15,1565,2023-06-12
271,2023-03-30,81,570,4837,2023-06-26
272,2024-04-26,374,249,3132,2024-07-15
273,2022-10-05,587,940,3335,2023-05-20
274,2024-04-12,143,139,2581,2025-02-26
275,2023-07-18,972,490,3920,2024-06-29
276,2023-02-17,171,186,3093,2023-06-24
277,2024-06-09,92,929,4687,2024-10-26
278,2022-05-01,285,514,428,2023-02-08
279,2022-05-10,550,534,3814,2022-07-28
280,2023-06-19,175,964,2381,2023-09-15
281,2022-12-15,148,817,2368,2023-02-15
282,2023-08-16,483,554,3091,2023-12-29
283,2023-06-17,317,245,1693,2023-12-18
284,2023-01-10,360,861,641,2023-12-12
285,2024-10-30,775,839,999,2025-03-16
286,2022-10-08,645,787,3386,2023-05-22
287,2022-08-08,401,293,2567,2023-02-19
288,2022-07-14,875,281,3294,2022-10-15
289,2022-11-19,914,708,4186,2023-02-12
290,2024-08-17,529,432,1770,2025-02-23
291,2023-09-24,379,36,2642,2023-11-15
292,2022-06-17,122,748,3784,2023-04-03
293,2024-07-22,934,183,4694,2025-01-07
294,2025-04-15,999,213,984,2026-03-07
295,2024-05-10,774,579,2796,2024-09-26
296,2025-02-01,703,725,348,2025-07-20
297,2023-09-13,596,70,3609,2023-11-22
298,2022-10-31,73,117,3848,2023-02-19
299,2022-07-02,469,541,2151,2022-11-09
300,2025-01-02,795,13,4663,2025-04-13
301,2024-09-16,266,714,4909,2025-06-21
302,2023-06-08,702,452,3006,2023-08-04
303,2022-04-18,866,517,1014,2022-08-17
304,2023-11-20,661,935,3925,2024-08-31
305,2024-07-15,466,825,2636,2024-10-28
306,2023-04-21,920,522,3933,2024-01-16
307,2023-08-13,632,719,614,2023-11-24
308,2024-08-02,824,293,1902,2025-06-26
309,2022-12-09,918,134,3027,2023-03-06
310,2022-08-28,162,875,481,2022-11-07
311,2024-09-01,52,145,2593,2025-03-15
312,2023-03-30,979,106,4164,2023-06-27
313,2025-03-16,616,235,3011,2025-09-17
314,2022-12-06,616,384,3011,2023-01-21
315,2023-11-24,588,825,3917,2024-03-15
316,2022-09-11,212,814,319,2022-12-02
317,2022-08-17,639,973,1798,2022-12-26
318,2023-02-25,240,487,4081,2024-01-31
319,2024-08-20,982,642,402,2024-10-10
320,2024-12-15,831,234,3449,2025-07-01
321,2025-04-08,344,204,2027,2026-01-24
322,2024-08-16,781,194,1414,2025-02-25
323,2022-12-08,630,474,191,2023-10-02
324,2025-02-01,39,640,1269,2025-10-05
325,2022-08-31,293,887,2461,2023-02-08
326,2025-02-18,253,251,3312,2025-08-10
327,2025-01-21,192,908,4609,2025-12-19
328,2024-03-23,862,180,2785,2024-06-30
329,2023-12-31,864,385,3922,2024-12-03
330,2024-06-25,320,156,3018,2025-06-24
331,2024-02-27,225,729,3095,2024-05-16
332,2024-06-22,805,658,420,2025-01-11
333,2023-02-24,48,276,4079,2023-09-21
334,2022-07-14,539,536,846,2023-02-26
335,2025-01-09,687,519,1908,2025-05-07
336,2024-03-11,589,141,2879,2024-07-01
337,2024-09-21,968,829,2124,2025-09-15
338,2023-12-25,577,405,937,2024-12-14
339,2022-12-26,554,31,3866,2023-09-13
340,2023-04-29,941,718,2979,2024-04-25
341,2024-08-16,437,440,2463,2024-09-17
342,2023-12-04,933,581,2363,2024-03-13
343,2022-06-12,567,417,1338,2023-05-22
344,2024-12-25,329,741,2516,2025-10-29
345,2025-02-26,857,335,2433,2026-01-23
346,2023-03-01,62,144,4294,2023-10-21
347,2024-05-23,411,52,4242,2024-12-14
348,2022-10-29,261,441,1903,2023-02-08
349,2022-10-24,506,381,156,2023-07-22
350,2024-12-14,857,383,2433,2025-12-03
351,2023-12-24,785,600,2106,2024-05-15
352,2023-11-22,432,309,298,2024-09-07
353,2022-06-07,244,680,986,2022-10-14
354,2025-01-31,204,307,1324,2025-12-16
355,2024-06-16,70,350,716,2025-01-04
356,2022-11-20,796,790,1110,2023-04-12
357,2024-04-10,329,376,2516,2024-09-23
358,2024-02-16,101,645,2354,2024-09-13
359,2023-01-03,805,851,420,2023-09-01
360,2024-10-30,395,924,1417,2024-12-15
361,2025-01-13,163,259,3880,2025-09-22
362,2023-09-14,134,915,3313,2024-07-13
363,2023-07-02,617,909,3853,2023-12-31
364,2024-04-09,839,629,282,2024-09-08
365,2022-10-29,954,43,3857,2023-04-05
366,2022-10-01,797,258,2318,2023-05-02
367,2023-03-06,549,128,4856,2023-04-30
368,2023-04-03,676,682,3258,2024-01-10
369,2024-07-18,520,514,451,2025-02-24
370,2022-06-23,619,133,1814,2022-09-26
371,2024-08-24,376,65,1277,2024-10-12
372,2023-05-18,800,819,685,2023-10-06
373,2023-04-27,870,352,629,2023-09-27
374,2025-04-13,730,51,3619,2025-08-08
375,2025-02-23,571,464,224,2025-12-30
376,2025-01-29,109,62,3417,2025-04-18
377,2024-02-09,909,13,4938,2024-05-14
378,2024-02-08,617,121,3853,2024-08-26
379,2025-03-14,823,955,2535,2025-11-04
380,2022-11-19,270,368,130,2023-01-12
381,2023-01-22,707,665,2933,2023-07-06
382,2022-09-08,655,32,4340,2022-11-27
383,2024-08-22,351,315,4509,2024-12-07
384,2022-06-19,639,413,1798,2023-02-01
385,2024-12-29,960,878,1080,2025-09-24
386,2022-07-14,896,421,1498,2022-11-14
387,2024-12-10,858,759,1928,2025-06-12
388,2024-11-08,59,460,1691,2025-03-30
389,2024-01-23,781,181,1414,2024-08-26
390,2024-09-01,343,478,4863,2025-05-22
391,2024-01-18,510,839,4223,2024-10-12
392,2024-04-20,109,610,3417,2024-12-25
393,2023-09-18,800,215,685,2023-10-18
394,2024-07-09,814,754,371,2025-05-08
395,2024-10-31,306,150,3172,2024-12-16
396,2024-06-22,374,4,3132,2025-01-24
397,2024-02-19,247,90,4291,2024-07-10
398,2022-11-02,924,929,2486,2023-09-12
399,2024-05-27,163,367,3880,2024-07-21
400,2024-11-16,717,200,3578,2025-10-04
401,2022-05-24,762,325,3873,2022-09-24
402,2024-09-13,144,63,3262,2025-01-11
403,2024-08-14,275,453,3706,2024-09-25
404,2024-06-22,14,907,904,2024-09-15
405,2022-11-16,257,261,918,2022-12-20
406,2022-06-18,62,534,4294,2023-04-14
407,2023-08-12,315,345,4391,2023-10-04
408,2023-10-01,810,151,1457,2024-03-15
409,2022-07-24,484,103,3200,2023-01-15
410,2022-09-13,121,320,2238,2023-08-14
411,2023-09-09,112,434,4239,2024-08-27
412,2023-05-10,420,418,164,2023-07-21
413,2024-06-09,749,673,2895,2025-05-17
414,2024-07-30,422,814,473,2024-10-07
415,2022-07-09,199,707,4194,2022-11-28
416,2022-05-22,146,248,1392,2023-05-09
417,2022-12-05,91,781,2198,2023-07-22
418,2024-10-04,509,554,1030,2025-06-17
419,2024-03-10,718,148,628,2024-09-28
420,2022-09-02,233,337,1524,2023-05-21
421,2023-08-25,381,928,3209,2024-04-09
422,2023-11-28,846,180,2517,2024-09-06
423,2024-09-26,932,566,4317,2025-02-17
424,2023-02-19,651,76,4960,2023-09-25
425,2024-03-06,163,893,3880,2024-08-03
426,2024-05-22,93,840,1985,2024-10-18
427,2022-12-29,429,97,2291,2023-04-20
428,2023-10-09,404,90,1158,2023-11-26
429,2023-08-26,562,314,3555,2024-04-09
430,2022-05-18,563,257,2749,2023-04-27
431,2022-11-25,222,724,1611,2023-04-29
432,2024-12-18,913,95,1004,2025-05-29
433,2024-07-29,358,704,2267,2025-03-26
434,2023-12-20,857,310,2433,2024-06-08
435,2024-11-02,60,533,2455,2025-07-30
436,2023-04-20,787,158,2443,2023-08-12
437,2024-10-16,840,229,382,2025-09-19
438,2022-07-03,720,398,4067,2022-08-28
439,2024-06-18,99,876,803,2025-06-08
440,2022-07-02,715,252,1305,2023-04-17
441,2023-10-28,393,868,1833,2024-09-03
442,2024-01-17,446,863,248,2024-05-24
443,2022-11-24,995,465,1109,2023-05-18
444,2023-09-14,2,958,2268,2024-08-23
445,2024-01-23,402,492,2755,2024-08-20
446,2024-03-28,885,992,4950,2025-03-02
447,2022-10-25,546,206,4935,2023-04-23
448,2025-02-25,720,31,4067,2025-05-23
449,2022-04-30,865,627,3573,2022-10-13
450,2024-07-01,153,957,781,2024-08-10
451,2023-04-30,664,448,1646,2023-06-17
452,2024-12-01,490,520,2498,2025-04-27
453,2022-07-08,147,482,1831,2022-09-15
454,2024-06-01,289,222,1986,2025-01-27
455,2023-01-11,555,205,4951,2023-11-22
456,2023-12-15,494,596,4077,2024-03-11
457,2023-04-29,245,229,2031,2023-09-30
458,2023-07-14,426,522,3580,2024-04-27
459,2024-06-23,9,246,4706,2025-04-05
460,2024-12-04,935,258,4612,2025-11-02
461,2023-08-01,538,372,2762,2023-12-14
462,2025-03-09,126,337,442,2025-05-19
463,2022-09-29,985,659,3113,2023-02-22
464,2025-04-12,890,819,3341,2025-07-17
465,2022-12-29,592,63,960,2023-09-27
466,2025-02-25,816,270,572,2025-08-02
467,2024-05-11,471,294,3728,2025-03-20
468,2025-04-08,347,613,3018,2025-08-23
469,2022-06-15,552,20,4503,2022-07-19
470,2023-07-20,106,950,1516,2024-03-12
471,2024-11-17,224,641,1478,2025-01-02
472,2025-04-13,77,688,490,2026-02-04
473,2022-08-24,383,978,3912,2022-12-08
474,2022-08-05,476,922,4654,2023-02-07
475,2022-04-22,428,552,3714,2022-12-06
476,2024-11-06,697,685,1564,2025-10-15
477,2022-08-20,704,554,1652,2023-08-11
478,2023-02-01,956,754,4061,2023-12-17
479,2023-12-19,235,963,1155,2024-11-17
480,2022-05-27,653,179,3596,2023-04-30
481,2022-12-20,837,983,1920,2023-02-01
482,2024-11-03,159,731,3366,2025-06-24
483,2022-11-01,545,840,333,2023-02-13
484,2022-12-22,874,391,1264,2023-04-18
485,2023-06-17,22,505,4595,2024-03-10
486,2023-02-23,486,834,1213,2023-08-08
487,2023-07-29,523,690,4850,2023-09-13
488,2023-12-17,803,956,3182,2024-07-30
489,2025-03-03,949,974,4547,2026-02-24
490,2022-05-05,764,702,2747,2022-10-04
491,2024-05-26,166,595,4750,2024-08-26
492,2022-11-02,853,618,1730,2023-02-07
493,2023-08-11,935,472,4612,2023-10-03
494,2024-08-25,217,813,2197,2025-06-17
495,2023-01-30,680,457,1172,2023-11-30
496,2022-11-20,237,651,4162,2023-05-07
497,2022-12-29,735,389,285,2023-12-28
498,2023-04-08,617,73,3853,2024-02-10
499,2025-04-07,227,842,1000,2026-02-12
500,2024-08-27,795,598,4663,2025-04-28
501,2024-01-28,894,646,1535,2024-08-23
502,2022-12-22,375,702,4851,2023-05-06
503,2023-07-20,314,142,4580,2024-02-17
504,2022-06-26,825,223,2869,2022-12-22
505,2023-03-10,101,139,2354,2024-01-05
506,2025-02-21,438,277,1731,2025-12-20
507,2023-07-17,114,765,3733,2024-06-23
508,2024-10-26,566,994,1227,2025-04-04
509,2024-08-04,839,295,282,2025-03-08
510,2023-03-12,148,689,2368,2023-10-12
511,2024-09-11,959,746,1682,2024-12-09
512,2023-05-06,798,77,2167,2023-06-13
513,2022-05-03,341,982,3097,2022-09-26
514,2022-11-25,111,256,4629,2023-05-11
515,2024-12-25,930,993,2367,2025-07-23
516,2024-01-09,54,146,2260,2024-12-08
517,2023-04-03,291,137,3394,2023-07-19
518,2023-03-08,857,310,2433,2023-12-25
519,2025-03-09,186,979,1177,2025-11-13
520,2023-12-03,715,597,1305,2024-11-01
521,2023-11-01,588,944,3917,2024-06-03
522,2022-06-07,436,58,1348,2023-04-01
523,2024-04-06,436,531,1348,2024-07-20
524,2024-02-06,326,287,465,2024-05-26
525,2022-08-20,351,876,4509,2022-10-01
526,2024-04-02,92,467,4687,2025-03-21
527,2025-04-08,201,47,1287,2025-08-15
528,2023-08-24,710,671,4125,2023-11-25
529,2022-05-12,146,728,1392,2022-06-18
530,2023-07-21,726,750,452,2024-02-11
531,2024-12-09,475,64,919,2025-08-24
532,2024-10-11,660,366,4850,2025-07-05
533,2024-01-05,656,211,133,2024-07-16
534,2023-01-24,358,405,2267,2023-11-14
535,2024-04-10,168,688,761,2025-03-21
536,2022-11-21,121,592,2238,2023-04-22
537,2025-04-12,823,867,2535,2025-12-03
538,2022-11-05,97,263,3822,2022-12-09
539,2024-10-21,232,952,3535,2025-02-11
540,2025-02-01,834,990,792,2025-07-28
541,2023-11-28,904,868,844,2024-05-01
542,2024-02-20,158,103,2632,2024-10-18
543,2025-01-27,701,829,2796,2025-05-06
544,2023-12-18,191,993,4587,2024-12-07
545,2022-05-03,479,246,1439,2023-03-23
546,2024-06-04,274,123,1200,2024-10-06
547,2024-08-20,361,515,993,2025-04-12
548,2023-09-19,276,410,1390,2024-08-18
549,2023-01-28,174,688,866,2023-04-02
550,2022-06-04,970,963,3183,2023-01-04
551,2023-06-06,648,767,1497,2024-03-27
552,2024-07-13,364,726,473,2025-02-17
553,2023-03-24,815,28,4021,2023-05-06
554,2023-04-26,897,78,1826,2023-11-05
555,2023-01-26,902,32,1719,2023-08-31
556,2025-02-22,844,21,4123,2025-05-10
557,2023-02-07,452,106,1167,2023-11-24
558,2024-12-22,420,705,164,2025-06-02
559,2022-07-14,248,233,2724,2022-11-30
560,2025-03-24,923,486,1858,2026-02-06
561,2022-06-30,828,185,697,2022-11-28
562,2022-11-27,54,251,2260,2023-06-11
563,2025-03-04,757,11,1993,2025-07-31
564,2024-07-13,798,917,2167,2025-06-14
565,2025-02-02,444,222,244,2025-10-31
566,2024-09-27,921,318,4564,2025-02-20
567,2023-04-10,310,76,4435,2023-05-25
568,2022-07-14,663,761,4818,2023-06-25
569,2023-09-09,522,98,2596,2024-01-27
570,2024-05-17,821,417,2414,2025-04-07
571,2023-12-14,765,34,1194,2024-10-16
572,2023-06-07,980,59,1038,2023-11-27
573,2024-03-03,219,483,2328,2024-09-21
574,2023-06-22,992,115,3485,2023-07-25
575,2022-10-10,489,557,1764,2023-04-24
576,2024-05-22,563,118,2749,2024-12-17
577,2023-10-02,526,529,563,2024-05-16
578,2023-01-16,724,111,1940,2023-05-31
579,2024-03-19,907,584,330,2024-08-15
580,2022-06-14,644,460,4416,2022-07-15
581,2024-07-26,843,576,213,2024-08-31
582,2024-07-04,106,24,1516,2025-04-07
583,2022-10-12,427,885,3377,2023-07-18
584,2023-07-31,640,314,4084,2024-02-09
585,2023-11-11,198,5,3154,2024-07-02
586,2023-12-29,217,228,2197,2024-07-02
587,2023-01-31,620,128,3269,2023-06-02
588,2024-07-07,37,607,3389,2024-12-17
589,2022-06-21,759,832,4717,2023-02-04
590,2023-06-14,801,210,399,2024-05-18
591,2022-09-01,251,645,3517,2023-04-30
592,2024-05-21,215,755,1614,2024-09-25
593,2024-09-20,615,834,1360,2025-04-28
594,2023-03-21,223,894,3164,2024-02-29
595,2024-04-06,389,642,210,2024-06-27
596,2023-12-04,239,552,1232,2024-08-20
597,2023-06-12,740,334,3182,2023-08-18
598,2022-07-19,664,726,1646,2022-10-08
599,2025-04-14,667,72,542,2025-09-21
600,2024-12-17,716,153,312,2025-07-29
601,2023-03-23,795,222,4663,2023-11-13
602,2025-03-01,411,876,4242,2026-02-24
603,2024-10-26,546,488,4935,2025-08-11
604,2022-11-13,843,713,213,2023-05-01
605,2023-11-23,17,647,1606,2024-09-17
606,2022-10-25,846,372,2517,2023-01-31
607,2024-06-05,624,127,1739,2024-07-15
608,2023-05-12,319,814,4846,2023-07-07
609,2023-07-11,623,765,1508,2024-03-25
610,2024-09-05,624,434,1739,2025-05-08
611,2023-11-01,447,108,2477,2024-10-02
